"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","145","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","5","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","46","2","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/FirstPersonAdventure/Materials/M_Blockout.M_Blockout","0","0","23","1","0.000000","0","0"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","37","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","0","24","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","145","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","679","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","139","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","14","6","2","1","5.436830","0","16"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","14","2","2","1","2.506462","0","3"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","14","2","2","1","2.316438","0","3"
"/Engine/VREditor/TransformGizmo/Main.Main","14","2","2","1","2.235579","0","3"
"/Engine/VREditor/TransformGizmo/Xray.Xray","14","15","2","1","33.804214","0","129"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","14","19","1","1","30.019745","0","199"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","14","30","1","1","54.023811","0","494"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","14","2","2","1","1.737388","0","3"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","14","12","1","1","7.246003","0","89"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","14","6","1","1","3.816222","0","26"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","14","2","2","1","1.321445","0","3"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","14","4","1","1","2.520811","0","13"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","14","6","1","1","3.541811","0","26"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","14","2","2","1","1.767722","0","3"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","14","2","2","1","1.443411","0","3"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","14","2","2","1","1.279898","0","3"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","14","2","2","1","1.919625","0","3"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","14","32","2","2","28.893391","0","312"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","14","4","1","1","2.465480","0","13"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","14","30","1","1","47.014965","0","483"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","14","60","1","1","104.439293","0","1889"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","14","60","1","1","100.115715","0","1788"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","14","60","1","1","114.128372","0","1588"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","14","6","1","1","5.411644","0","26"
"/ControlRig/M_Manip.M_Manip","14","6","1","1","3.794109","0","26"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","14","4","1","1","8.691994","0","13"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","14","2","2","1","1.362626","0","3"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","14","4","1","1","7.383413","0","13"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","14","10","1","1","19.986792","0","25"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","14","6","6","1","3.944871","0","6"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","14","77","6","1","128.451721","0","2891"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","14","210","1","1","424.348389","0","7712"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","14","658","1","1","1079.769043","0","48654"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","14","23","9","1","32.984135","0","233"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","14","4","1","1","1.992832","0","13"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","14","4","1","1","2.146298","0","13"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","14","2","2","1","1.351160","0","3"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","14","15","1","1","27.427629","0","125"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","14","2","2","1","1.493955","0","3"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","14","46","1","1","85.429947","0","843"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","14","106","1","1","212.813660","0","4102"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","14","32","8","6","19.199806","0","149"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","14","0","2","1","0.000000","0","0"
"/Interchange/gltf/M_Opaque.M_Opaque","14","184","33","8","309.211639","0","1224"
"/Interchange/gltf/M_Translucent.M_Translucent","14","88","21","8","174.962067","0","388"
"/Game/FirstPersonAdventure/Materials/M_Shader_PS1.M_Shader_PS1","14","4","4","1","1.910121","0","4"
"/Interchange/gltf/M_Sheen.M_Sheen","14","92","24","4","146.518906","0","709"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","14","30","7","2","57.170914","0","120"
"/Interchange/gltf/M_Unlit.M_Unlit","14","20","13","2","9.854663","0","51"
"/Interchange/gltf/M_Transmission.M_Transmission","14","52","11","4","86.688095","0","265"
"/Interchange/Materials/SheenMaterial.SheenMaterial","14","15","6","1","28.825932","0","80"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","14","15","1","1","29.939415","0","125"
"/Game/FirstPersonAdventure/Materials/M_Blockout.M_Blockout","14","45","5","1","78.641914","0","385"
"/Game/FirstPersonAdventure/Materials/M_Shader_VHS.M_Shader_VHS","14","4","1","1","2.466217","0","10"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","14","15","1","1","36.448204","0","85"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","14","15","2","1","182.997528","0","37"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","14","10","2","1","18.928141","0","38"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","14","15","6","1","28.290295","0","42"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","14","15","7","1","27.733198","0","63"
"/Game/FirstPersonAdventure/Textures/TheAttic_Map_Mat.TheAttic_Map_Mat","14","23","5","1","33.793861","0","74"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","1","1","18.889111","0","79"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","1","1","22.975357","0","127"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","22","39","6","22.254442","0","191"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","1","1","114.005737","0","278"
"/Interchange/gltf/M_Unlit.M_Unlit","49","36","3","2","36.415951","0","286"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","1","1","17.989666","0","118"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","1","1","18.671324","0","118"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","1","1","18.016809","0","118"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","1","1","17.909697","0","118"
"/Game/FirstPersonAdventure/Materials/M_Blockout.M_Blockout","49","38","1","1","78.938393","0","639"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","12","4","454.862488","0","991"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","10","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","5","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","53","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Interchange/gltf/M_Opaque.M_Opaque","49","240","38","8","303.531006","0","1870"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","145","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","5","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","21","8","856.930969","0","1242"
"/Game/FirstPersonAdventure/Materials/M_Shader_PS1.M_Shader_PS1","49","6","1","1","4.898499","0","21"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","120","19","4","142.851883","0","1072"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","28","7","2","43.592804","0","113"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","6","1","0.000000","0","0"
"/Game/FirstPersonAdventure/Materials/M_Shader_VHS.M_Shader_VHS","49","6","6","1","6.478502","0","11"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","52","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","52","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","145","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","31","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Game/FirstPersonAdventure/Textures/TheAttic_Map_Mat.TheAttic_Map_Mat","49","30","4","1","34.511753","0","124"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","900","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","139","1","0.000000","0","0"
