"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","14","0","34","6","0.000000","0","2"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","14","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","14","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","14","0","77","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","14","0","210","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","14","0","658","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","14","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","14","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","14","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","14","0","2","1","0.000000","0","0"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","14","0","15","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","14","0","46","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","14","0","106","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","14","0","15","1","0.000000","0","0"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","14","0","15","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","14","0","20","2","0.000000","0","0"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","14","0","10","1","0.000000","0","0"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","14","0","15","1","0.000000","0","0"
"/Game/FirstPersonAdventure/Materials/M_Blockout.M_Blockout","14","0","45","1","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","14","0","52","4","0.000000","0","0"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","14","0","15","1","0.000000","0","0"
"/Interchange/Materials/SheenMaterial.SheenMaterial","14","0","15","1","0.000000","0","0"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","14","0","15","1","0.000000","0","0"
"/Interchange/gltf/M_Translucent.M_Translucent","14","0","88","8","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","14","0","92","4","0.000000","0","0"
"/Interchange/gltf/M_Opaque.M_Opaque","14","0","184","8","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","14","135","9","1","316.835876","0","2596"
"/CommonUI/VideoPlayerMaterial.VideoPlayerMaterial","14","9","4","1","4.647472","0","26"
"/Game/FirstPersonAdventure/Assets/Terminal/Materials/M_Terminal_Button_Base.M_Terminal_Button_Base","14","15","1","1","38.674309","0","44"
"/Game/FirstPersonAdventure/Assets/Terminal/Materials/M_Light.M_Light","14","15","1","1","31.663229","0","94"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","5","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","145","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","50","2","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","60","6","0.000000","0","5"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","53","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","139","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","900","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","145","1","0.000000","0","0"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","0","14","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","0","16","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","49","0","38","2","0.000000","0","0"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","0","24","1","0.000000","0","0"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","0","14","1","0.000000","0","0"
"/Game/FirstPersonAdventure/Materials/M_Blockout.M_Blockout","49","0","38","1","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","49","0","108","4","0.000000","0","0"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","0","14","1","0.000000","0","0"
"/Interchange/gltf/M_Translucent.M_Translucent","49","0","200","8","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","0","124","4","0.000000","0","0"
"/Interchange/gltf/M_Opaque.M_Opaque","49","0","248","8","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","84","6","1","127.306396","0","1073"
"/Game/FirstPersonAdventure/Assets/Terminal/Materials/M_Terminal_Base.M_Terminal_Base","49","0","14","1","0.000000","0","0"
"/CommonUI/VideoPlayerMaterial.VideoPlayerMaterial","49","11","1","1","7.456403","0","68"
"/Game/FirstPersonAdventure/Assets/Terminal/Materials/M_Terminal_Button_Base.M_Terminal_Button_Base","49","14","1","1","16.432272","0","102"
"/Game/FirstPersonAdventure/Assets/Terminal/Materials/M_Light.M_Light","49","23","2","1","47.363720","0","249"
